Title,Authors,volumeInfo.description,volumeInfo.pageCount,volumeInfo.categories,volumeInfo.averageRating,volumeInfo.ratingsCount,volumeInfo.imageLinks.thumbnail,volumeInfo.previewLink,volumeInfo.subtitle,BuyLink
Cobweb Bride,['Vera Nazarian'],"Many are called... She alone can save the world and become Death's bride. COBWEB BRIDE (Cobweb Bride Trilogy, Book One) is a history-flavored fantasy novel with romantic elements of the Persephone myth, about Death's ultimatum to the world. What if you killed someone and then fell in love with them? In an alternate Renaissance world, somewhere in an imaginary ""pocket"" of Europe called the Kingdom of Lethe, Death comes, in the form of a grim Spaniard, to claim his Bride. Until she is found, in a single time-stopping moment all dying stops. There is no relief for the mortally wounded and the terminally ill.... Covered in white cobwebs of a thousand snow spiders she lies in the darkness... Her skin is cold as snow... Her eyes frozen... Her gaze, fiercely alive... While kings and emperors send expeditions to search for a suitable Bride for Death, armies of the undead wage an endless war... A black knight roams the forest at the command of his undead father... Spies and political treacheries abound at the imperial Silver Court.... Murdered lovers find themselves locked in the realm of the living... Look closer--through the cobweb filaments of her hair and along each strand shine stars... And one small village girl, Percy--an unwanted, ungainly middle daughter--is faced with the responsibility of granting her dying grandmother the desperate release she needs. As a result, Percy joins the crowds of other young women of the land in a desperate quest to Death's own mysterious holding in the deepest forests of the North... And everyone is trying to stop her. ""... Nazarian writes clean and true prose ..."" --Publishers Weekly ""Fans of period fantasy and those who like stories that feel like fairy tales should appreciate this skillful novel by the twice Nebula Award-nominated author of Dreams of the Compass Rose and The Duke in His Castle."" --Library Journal",342.0,['Fiction'],4.0,24.0,http://books.google.com/books/content?id=V_BlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=V_BlDwAAQBAJ&pg=PP1&dq=Fantasy&hl=&as_brr=1&cd=86&source=gbs_api,,https://play.google.com/store/books/details?id=V_BlDwAAQBAJ&rdid=book-V_BlDwAAQBAJ&rdot=1&source=gbs_api
The King of Schnorrers,['Israel Zangwill'],"""Manasseh da Costa, protagonist of this hilarious novel, is a schnorrer (beggar) who lives on the charitable contributions of the Jews of late 18th-century London. Manasseh is far from being a humble panhandler for, as every schnorrer knows, supporting the poor is a commandment from God (a mitzvah) not just a favour. And as the descendant of Portuguese Jews who had lived in England for many generations, Manasseh is the social superior of those newly arrived from Eastern Europe (Tedesco)--even his wealthy 'patron' Joseph Grobstock. The book concludes as the ever-audacious Manasseh strikes a blow for tolerance and understanding--while helping himself along the way.""--Librivox",424.0,['Jews'],,,http://books.google.com/books/content?id=DBHG0P81gAoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=DBHG0P81gAoC&printsec=frontcover&dq=Fantasy&hl=&as_brr=1&cd=92&source=gbs_api,Grotesques and Fantasies,https://play.google.com/store/books/details?id=DBHG0P81gAoC&rdid=book-DBHG0P81gAoC&rdot=1&source=gbs_api
Phantastes,['George MacDonald'],"Phantastes : A Faerie Romance for Men and Women by George MacDonald, first published in 1858, is a rare manuscript, the original residing in one of the great libraries of the world. This book is a reproduction of that original, which has been scanned and cleaned by state-of-the-art publishing tools for better readability and enhanced appreciation. Restoration Editors' mission is to bring long out of print manuscripts back to life. Some smudges, annotations or unclear text may still exist, due to permanent damage to the original work. We believe the literary significance of the text justifies offering this reproduction, allowing a new generation to appreciate it.",340.0,['English fiction'],3.5,6.0,http://books.google.com/books/content?id=h30lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=h30lAAAAMAAJ&printsec=frontcover&dq=Fantasy&hl=&as_brr=1&cd=93&source=gbs_api,A Faerie Romance for Men and Women,https://play.google.com/store/books/details?id=h30lAAAAMAAJ&rdid=book-h30lAAAAMAAJ&rdot=1&source=gbs_api
LIFE,Unknown,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",136.0,,,,http://books.google.com/books/content?id=hFMEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=hFMEAAAAMBAJ&pg=PA14&dq=Fantasy&hl=&as_brr=1&cd=101&source=gbs_api,,No link available
Jet,Unknown,The weekly source of African American political and entertainment news.,64.0,,,,http://books.google.com/books/content?id=R7ADAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=R7ADAAAAMBAJ&pg=PA16&dq=Fantasy&hl=&as_brr=1&cd=108&source=gbs_api,,No link available
Billboard,Unknown,"In its 114th year, Billboard remains the world's premier weekly music publication and a diverse digital, events, brand, content and data licensing platform. Billboard publishes the most trusted charts and offers unrivaled reporting about the latest music, video, gaming, media, digital and mobile entertainment issues and trends.",84.0,,,,http://books.google.com/books/content?id=riQEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=riQEAAAAMBAJ&pg=PA14&dq=Fantasy&hl=&as_brr=1&cd=126&source=gbs_api,,No link available
Resources in Women's Educational Equity,Unknown,"Literature cited in AGRICOLA, Dissertations abstracts international, ERIC, ABI/INFORM, MEDLARS, NTIS, Psychological abstracts, and Sociological abstracts. Selection focuses on education, legal aspects, career aspects, sex differences, lifestyle, and health. Common format (bibliographical information, descriptors, and abstracts) and ERIC subject terms used throughout. Contains order information. Subject, author indexes.",412.0,['Sex differences in education'],,,http://books.google.com/books/content?id=FPw7VJAsiXUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=FPw7VJAsiXUC&pg=PA190&dq=Fantasy&hl=&as_brr=1&cd=127&source=gbs_api,,https://play.google.com/store/books/details?id=FPw7VJAsiXUC&rdid=book-FPw7VJAsiXUC&rdot=1&source=gbs_api
GameAxis Unwired,Unknown,"GameAxis Unwired is a magazine dedicated to bring you the latest news, previews, reviews and events around the world and close to you. Every month rain or shine, our team of dedicated editors (and hardcore gamers!) put themselves in the line of fire to bring you news, previews and other things you will want to know.",96.0,,,,http://books.google.com/books/content?id=wuoDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=wuoDAAAAMBAJ&pg=PA79&dq=Fantasy&hl=&as_brr=1&cd=129&source=gbs_api,,No link available
Another Stupid Spell,['Bill Ricardi'],"Another Stupid Spell is a first person high fantasy novel, the likes of which hasn't been seen in 60 years. The tone and vocabulary of the story shifts as our narrator, Sorch the orc, finds ways to enhance his intelligence. You get to grow as Sorch grows, learn as he learns, and share his most intimate thoughts. Sorch is an orc mage in a world where orcs are cursed with stupidity every time they cast a spell. The only spell he can safely cast is Enhance Intelligence, which boosts his IQ for a fraction of a second before the curse drains it all away again. Normally casting such a spell would be pointless, but Sorch's tribe has found a way to benefit. Magic that is cast near a mysterious artefact called the ‘Voodoo Engine’ causes invisible hands to appear, and these hands get work done for his tribe. Sorch is a slave to the Voodoo Engine, casting a single spell over and over again to avoid being beaten by the chief’s warrior caste. While foraging for food on one fateful night, our hero happens upon two human mages who are in big trouble. He saves their lives, and in return they give him an amulet that will make his life easier. Unbeknownst to the humans, their gift grants Sorch the power to break the cycle of intelligence drain and physical abuse. With the help of his friend and mentor, Shaman, Sorch becomes a real mage. Sorch leaves his swamp and embarks on a series of incredibly exciting and dangerous adventures. During his travels he encounters horrible injury, magical treasures, love, snow, university admissions tests, a plot against the Kingdom, and then of course he saves the world. Or does he? Be prepared to rethink everything you know about thinking. If your own intelligence was the fuel that your magic ran on, how brightly would you dare to burn?",371.0,['Fiction'],,,http://books.google.com/books/content?id=9q-KDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=9q-KDwAAQBAJ&pg=PP1&dq=Fantasy&hl=&as_brr=1&cd=131&source=gbs_api,,No link available
Draco's Fire,['E. L. Thomas'],"Jacob, betrayed by Orson, has only his own courage and the fully grown Draco to help him bring together the two parts of the comet stone and fulfill the prophecy.",121.0,['Dragons'],,,http://books.google.com/books/content?id=nvTYFuMDYDQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=nvTYFuMDYDQC&printsec=frontcover&dq=Fantasy&hl=&as_brr=1&cd=132&source=gbs_api,,No link available
Arise a Hero,"['Wayne Schreiber', 'Alan Robson']","The world's old gods lie dormant, imprisoned in an ageless rift. Yet there are those who seek to change this. Using their gods' prison as a timeless training ground, their followers gain abilities far beyond that of any normal man. A large crystal and a young lady with a clouded heritage may hold the key to unlock their freedom. They will stop at nothing to achieve their dark aim. Fuelled by love, and the quest for immortality, they unleash an ancient killer from a forgotten time and even drag nations to war. Only the brave dare to stand in their way.",336.0,['Fiction'],5.0,2.0,http://books.google.com/books/content?id=8Gaawz9G0rAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=8Gaawz9G0rAC&pg=PP1&dq=Fantasy&hl=&as_brr=1&cd=143&source=gbs_api,,https://play.google.com/store/books/details?id=8Gaawz9G0rAC&rdid=book-8Gaawz9G0rAC&rdot=1&source=gbs_api
A History of Ottoman Poetry,['Elias John Wilkinson Gibb'],"Elias John Wilkinson Gibb (1857-1901) was a Scottish Orientalist who was born and educated in Glasgow. After studying Arabic and Persian, he developed an interest in Turkish language and literature, especially poetry, and in 1882 he published Ottoman Poems Translated into English Verse in the Original Forms. This was a forerunner to the six-volume classic presented here, A History of Ottoman Poetry, published in London between 1900 and 1909. Gibb died in London of scarlet fever at the age of 44, and only the first volume of his masterpiece appeared before his death. His family entrusted to his friend Edward Granville Browne (1862-1926), a distinguished Orientalist in his own right who had made a special study of Babism, the task of posthumously publishing the five remaining volumes. Browne characterized the work as ""one of the most important, if not the most important, critical studies of any Muhammadan literature produced in Europe during the last half-century."" The first volume contains a long and compelling introduction by Gibb on the entire subject, in which he argues that Ottoman poetry often rose and fell in tandem with Ottoman power. Gibb divides Ottoman poetry into two great schools, the Old or Asiatic (circa 1300-1859), which generally was characterized by its deference to Persian influences; and the New or European (from 1859 onward), which was influenced by French and other Western poetry. According to Gibb, the Old or Asiatic School went through a four periods: a formative period (1300-1450); a period (1450-1600) in which works were modeled after the Persian poet Jami; a period (1600-1700) dominated by the influences of Persian poets Urfi Shirazi and Saʼib Tabrizi; and a period of uncertainty that lasted until 1859. The European school that followed was inaugurated by Ibrahim Sinasi (1826-71), who in 1859 produced a small but momentous collection of French poetry translated into Turkish verse. The influence of the collection was far-reaching and eventually changed the course of Ottoman poetry. Gibb is known for his masterful translations that brilliantly render into English both the meaning and the form of Ottoman, Persian, and Arabic poetry. For almost a century after his death, a family trust financed the Gibb Memorial Series of editions and translations into English of Arabic, Persian, and Turkish texts.",488.0,['Turkish poetry'],,,http://books.google.com/books/content?id=T4IUAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=T4IUAAAAIAAJ&pg=PA50&dq=Fantasy&hl=&as_brr=1&cd=146&source=gbs_api,,https://play.google.com/store/books/details?id=T4IUAAAAIAAJ&rdid=book-T4IUAAAAIAAJ&rdot=1&source=gbs_api
